Character name	Freebase character ID	title	filtered_descriptions	X	Y	Z	labels	Wikipedia ID	death	romance	Release date	Gender	Height	Ethnicity	Actor name	Actor age at release	Box office revenue	Genres	Name	partner	Has_partner
Vasanti	/m/0h9wv4_		['write', 'apologize', 'child']	36.78054	-3.0957925	-17.583614	17	31332647		True	1961.0	F	1.6	/m/01rv7x	Vyjayanthimala	24.0		['Drama', 'Romance Film', 'Comedy film']	Nazrana		0
Geeta	/m/0h6lfsb		['die', 'fall', 'suspect']	6.8806844	17.14367	-34.35349	29	31332647		True	1961.0	F		/m/0dryh9k	Usha Kiran	31.0		['Drama', 'Romance Film', 'Comedy film']	Nazrana		0
Akshay Kapoor	/m/0h0xg_2		['realize', 'fall', 'explain']	19.050028	-21.376364	28.441757	0	2517072		True	2002.0	M	1.75	/m/0bpjh3	Saif Ali Khan	31.0		['Drama', 'Romance Film', 'World cinema']	Na Tum Jaano Na Hum		0
Lily	/m/0gkg_zz	['performer']	['carry', 'rescue', 'jump']	-11.496733	-26.104351	-26.22996	14	22805715		True	2010.0	F	1.63	/m/033tf_	Megan Fox	24.0		['Drama', 'Romance Film', 'Thriller']	Passion Play		0
Lance	/m/0h5rrn4	['mixer']	['call', 'head', 'night']	35.091557	21.83433	14.607527	26	736262		True	1985.0	M	1.88		Anthony Edwards	22.0	18135531.0	['Drama', 'Comedy', 'Romance Film']	The Sure Thing		0
Laxmi	/m/0h70y4x		['spot', 'believe', 'kill']	-12.830908	23.975471	17.955427	27	1836603		True	2002.0	F		/m/0bymc	Aruna Irani	50.0		['Drama', 'Romance Film', 'World cinema']	Hum Tumhare Hain Sanam	['/m/0n512jc']	1
Suraj	/m/0gx33s2		['realise', 'agree', 'apologise']	2.7649226	-2.2501733	-37.979656	5	1836603		True	2002.0	M	1.73	/m/0dryh9k	Salman Khan	36.0		['Drama', 'Romance Film', 'World cinema']	Hum Tumhare Hain Sanam		0
Ballin Mundson	/m/0k6gm2k		['shoot', 'question', 'refuse']	-1.4378603	10.836063	5.1034355	2	1673949		True	1946.0	M			George Macready			['Drama', 'Romance Film', 'Black-and-white']	Gilda		0
Zhu Yanzhi	/m/0n9vz65		['eat', 'make', 'say']	-2.9292097	-2.2075582	-40.863815	5	25888327		True	2008.0	F	1.65		Charlene Choi	25.0		['Romance Film', 'Action', 'Chinese Movies']	The Butterfly Lovers	['/m/0h2hdqf']	1
Tom Ferris	/m/0h2vqhw	['Col.']	['steal', 'continue', 'fall']	43.833027	2.7413917	-11.140058	17	10715230		True	1966.0	M	1.75	/m/08hpk0	Tony Curtis	40.0		['Comedy', 'Romance Film', 'Romantic comedy']	Not with My Wife, You Don't!	['/m/0h2t71l']	1
Claire Summers	/m/0gfqtlb	['Psychotherapist']	['plan', 'grow', 'send']	7.426342	1.4423766	-41.468197	5	15053838		True	2008.0	F	1.73	/m/02ctzb	Anne Hathaway	25.0	4763917.0	['Drama', 'Romance Film', 'Thriller']	Passengers	['/m/0h9glgw', '/m/0h60y08', '/m/0h81g5c', '/m/0g_tkr_', '/m/04h66_9', '/m/0h0yq60', '/m/0h2qv2y', '/m/0gxq_sr', '/m/0c0m2k7', '/m/02nwkfh', '/m/0hnsbl0', '/m/0gwnw36']	1
Lonnie	/m/0h2yc2z		['fire', 'rid', 'get']	-20.42407	21.760479	-14.365373	9	5080406		True	2005.0	M	1.68	/m/033tf_	Rory Culkin	15.0		['Drama', 'Romance Film', 'Indie']	Down in the Valley	['/m/0gy7bmg', '/m/05pw3x8', '/m/0h4ycrj']	1
Tobe	/m/0gyd024		['continue', 'hold', 'come']	-21.600397	24.301558	-21.264925	9	5080406		True	2005.0	F	1.68	/m/06v41q	Evan Rachel Wood	17.0		['Drama', 'Romance Film', 'Indie']	Down in the Valley		0
Ricki	/m/04dq5y7		['talk', 'receive', 'attract']	34.96686	20.293913	6.1222563	26	293165		True	2003.0	F	1.7	/m/0gkxl2	Jennifer Lopez	34.0	7266209.0	['Comedy', 'Romance Film', 'Crime Fiction']	Gigli	['/m/0h2j9bc']	1
Vallavan	/m/0hcftb3	['student']	['show', 'say', 'resolve']	17.15232	-45.279514	-4.0227165	6	5218383		True	2006.0	M	1.75	/m/0dryh9k	Silambarasan Rajendran	21.0		['Romance Film', 'Action', 'Thriller']	Vallavan		0
Albert	/m/0h5vf94		['claim', 'help', 'arrive']	22.755543	6.3032637	-27.55505	4	846820		True	1989.0	M	1.8		George Segal	55.0	296999813.0	['Comedy', 'Romance Film', 'Family Film']	Look Who's Talking	['/m/0gy8qvc', '/m/0h5jrkl', '/m/0h5vxsb', '/m/02nw87f', '/m/0gy8qvc']	1
Deva	/m/0h2q_sv	['hairstylist']	['fall', 'befriend', 'take']	35.917995	1.1303135	-15.089454	17	1072373		True	1997.0	M		/m/0dryh9k	Prabhu Deva	23.0		['Drama', 'Romance Film', 'World cinema']	Minsaara Kanavu	['/m/0h9glgw', '/m/0h2pn7b', '/m/0h7bd99', '/m/0h2yqk7', '/m/0g99pvk']	1
Guido	/m/0ghdfx3	['policeman']	['rescue', 'show', 'ambush']	-8.007811	-40.294384	4.6346326	38	23848702		True	2009.0	M			Filippo Timi	35.0		['Drama', 'Romance Film', 'Thriller']	The Double Hour	['/m/0bm6hlr']	1
Dante	/m/0ghdfw0	['policeman']	['question', 'suspect', 'give']	-2.8182666	40.531258	10.820151	1	23848702		True	2009.0	M			Michele Di Mauro	49.0		['Drama', 'Romance Film', 'Thriller']	The Double Hour	['/m/0h2ygry', '/m/04fgqh0']	1
Judy Maxwell	/m/040szml		['manage', 'share', 'expose']	-1.9542294	5.532375	-7.4206123	2	1159860		True	1972.0	F	1.65	/m/048z7l	Barbra Streisand	29.0	66000000.0	['Comedy', 'Romance Film', 'Romantic comedy']	What's Up, Doc?	['/m/04jt3k5', '/m/0gggzfp', '/m/0h2hd8q', '/m/0ggml2s', '/m/04jt3k5', '/m/0gxr9pt']	1
Lelaina Pierce	/m/0gxt8p4	['production assistant', 'filmmaker']	['lose', 'parody', 'production assistant']	-10.281158	-25.724657	21.365274	37	350847		True	1994.0	F	1.61	/m/041rx	Winona Ryder	22.0	33351557.0	['Drama', 'Comedy', 'Indie']	Reality Bites	['/m/02nwj04']	1
Lelaina Pierce	/m/0gxt8p4	['production assistant', 'filmmaker']	['lose', 'parody', 'production assistant']	-10.281158	-25.724657	21.365274	37	350847		True	1994.0	F	1.61	/m/041rx	Winona Ryder	22.0	33351557.0	['Drama', 'Comedy', 'Indie']	Reality Bites		0
Troy Dyer	/m/0h28nnf	['guitarist']	['make', 'flounder', 'parody']	-14.650441	-15.060504	-30.880188	14	350847		True	1994.0	M	1.79	/m/07hwkr	Ethan Hawke	23.0	33351557.0	['Drama', 'Comedy', 'Indie']	Reality Bites		0
Seth	/m/02_6nxb		['answer', 'express', 'think']	0.5113486	-2.5960047	-40.211044	5	159171		True	1998.0	M	1.83	/m/01qhm_	Nicolas Cage	34.0	198685114.0	['Drama', 'Romance Film', 'Thriller']	City of Angels	['/m/0h8mh6_', '/m/0h8dxsd']	1
Raj Kapoor	/m/0hrybp_		['tell', 'wrist', 'ego']	18.523554	-19.228067	-1.8107479	31	17458139		True	2008.0	M	1.73	/m/09743	Shahrukh Khan	43.0		['Drama', 'Comedy', 'Romance Film']	Rab Ne Bana Di Jodi		0
Lynn Minmay	/m/026r23		['realize', 'rescue', 'perform']	-11.52714	-29.978569	-11.130038	7	423371		True	1984.0	F			Mari Iijima	21.0		['Romance Film', 'Animation', 'Science Fiction']	The Super Dimension Fortress Macross: Do You Remember Love?		0
Priya	/m/0h4zgnw		['tell', 'come', 'kidnap']	2.1086462	25.911755	6.1897607	19	30831475		True	2011.0	F			Vimala Raman	31.0		['Drama', 'Romance Film']	Raaj		0
Ondine	/m/09vxrsn		['work', 'make', 'call']	37.256096	-4.210168	-10.352207	17	22215882		True	2009.0	F	1.68		Alicja Bachleda-Curus	26.0		['Drama', 'Romance Film', 'Romantic drama']	Ondine		0
Mike Malone	/m/0n632_c	['correspondent']	['get', 'correspondent', 'go']	17.882738	-3.073758	33.15398	34	24399511		True	1942.0	M			Walter Woolf King			['Drama', 'Romance Film', 'Action']	A Yank in Libya		0
Laetitia	/m/0b3w8lr	['student']	['student', 'begin', 'class']	17.491604	-46.49853	-5.774984	6	8523825		True	2008.0	F	1.57	/m/03ts0c	Mélanie Laurent	24.0		['Drama', 'Comedy', 'Romance Film']	Paris		0
Brad Allen	/m/098j85p	['composer']	['bicker', 'use', 'expose']	-17.811558	-20.007154	-23.94055	14	193862		True	1959.0	M	1.93		Rock Hudson	33.0		['Comedy', 'Romance Film', 'Romantic comedy']	Pillow Talk	['/m/0h60nqn', '/m/0hhwwzc', '/m/0h60nqn']	1
Erland Jansson	/m/0c09plr	['pianist']	['meet', 'house', 'pianist']	27.436155	-18.654951	28.382	0	3644779		True	1964.0	M			Baard Owe	27.0		['Drama', 'Romance Film', 'Black-and-white']	Gertrud		0
Sheik Ahmed Ben Hassan	/m/05nb4d7		['rescue', 'shoot', 'reveal']	-0.7341863	-2.997153	4.405353	2	2107054		True	1921.0	M		/m/0222qb	Rudolph Valentino			['Drama', 'Romance Film', 'Black-and-white']	The Sheik	['/m/0h2zt0y']	1
Adam Raki	/m/0glmmws	['astronomer']	['receive', 'accuse', 'like']	3.7741401	-37.296192	8.280039	16	22427855		True	2009.0	M	1.8	/m/02w7gg	Hugh Dancy	33.0	2549605.0	['Drama', 'Comedy', 'Romance Film']	Adam		0
Odile	/m/0bvswrt	['teacher']	['hide', 'provide', 'regard']	34.459393	-28.654634	-3.4467032	11	24996543		True	2003.0	F	1.64	/m/041rx	Emmanuelle Béart	39.0		['Drama', 'Romance Film', 'World cinema']	Strayed		0
Roja	/m/0h73kw0		['like', 'write', 'accept']	37.868286	-5.393698	-7.2061486	17	5348774		True	1999.0	F	1.73	/m/0dryh9k	Sonali Bendre	24.0		['Drama', 'Romance Film', 'World cinema']	Kadhalar Dhinam	['/m/0h7_w3b', '/m/0h77747']	1
Gabriel	/m/0h37r1f	['leader']	['work', 'aim', 'imprison']	-32.466232	-2.2809603	20.24937	3	7271954		True	2007.0	M	1.78	/m/03ts0c	Olivier Martinez	41.0	6311117.0	['Drama', 'Romance Film', 'Crime Fiction']	Blood and Chocolate		0
Astrid	/m/02nwb_h		['live', 'confront', 'appear']	-2.0493588	-43.61083	-8.651529	21	7271954		True	2007.0	F			Katja Riemann	43.0	6311117.0	['Drama', 'Romance Film', 'Crime Fiction']	Blood and Chocolate	['/m/0gw6_kh']	1
Jim	/m/02nwhr4	['novelist']	['encounter', 'finish', 'give']	7.1014466	-18.542566	37.23958	24	5668860		True	2005.0	M	1.75	/m/03bkbh	Casey Affleck	29.0	174815.0	['Drama', 'Comedy', 'Romance Film']	Lonesome Jim		0
Steve Edison	/m/02nwqwv	['pediatrician']	['agree', 'reveal', 'insist']	8.103397	-3.9107056	-43.273438	5	31079		True	2001.0	M	1.83		Matthew McConaughey	31.0	94728529.0	['Drama', 'Comedy', 'Romance Film']	The Wedding Planner		0
Vikram Jaisingh	/m/0h344bh	['actor']	['tell', 'approach', 'attain']	-14.960852	-30.451748	16.400675	37	7701711		True	2008.0	M	1.75	/m/0dryh9k	Farhan Akhtar	33.0		['Drama', 'Comedy', 'Romance Film']	Luck by Chance	['/m/0h7btm8', '/m/0cbzwch', '/m/0jrbxg0']	1
Ben Holmes	/m/04ds1bt	['writer']	['wonder', 'impress', 'start']	8.026068	-10.424958	35.378986	24	3828251		True	1999.0	M	1.89	/m/07bch9	Ben Affleck	26.0	93888185.0	['Comedy', 'Romance Film', 'Romantic comedy']	Forces of Nature		0
Anu	/m/0gyf0t1	['student']	['think', 'come', 'ask']	17.143936	-42.753128	-0.76447666	6	6005439		True	2004.0	F	1.68	/m/0dryh9k	Shriya Saran	21.0		['Drama', 'Romance Film', 'World cinema']	Nenunnanu	['/m/0h71czj', '/m/0gxrdv_', '/m/0d9q3nk']	1
Duncan Fletcher	/m/0h4_glw		['realize', 'use', 'manage']	21.336721	-33.7656	-7.635082	6	2845380		True	1998.0	M			Will Friedle	21.0		['Comedy', 'Family Film', 'Romantic comedy']	My Date with the President's Daughter		0
Venkat	/m/0h1y7dh		['rescue', 'impress', 'believe']	8.853151	-12.228572	12.614132	2	5574573		True	2004.0	M	1.89	/m/0dryh9k	Prabhas Raju Uppalapati	24.0		['Drama', 'Romance Film', 'Thriller']	Varsham	['/m/0h8pcfd', '/m/0h7292f', '/m/0h7bgvv', '/m/0h7bd99', '/m/0jxwcbs', '/m/0h2l1g9']	1
Bhadranna	/m/0h71czj		['kidnap', 'daughter', 'eye']	4.188909	23.708258	5.93541	19	5574573		True	2004.0	M	1.85	/m/09m6hr	T. Gopichand	24.0		['Drama', 'Romance Film', 'Thriller']	Varsham	['/m/0gyf0t1', '/m/0h77747', '/m/0h77747', '/m/0h90rth']	1
Pavani	/m/0h752_t		['strike', 'rich', 'hatch']	43.845444	-1.1185049	-11.361826	17	9286119		True	2006.0	F		/m/02sch9	Poonam Bajwa	16.0		['Drama', 'Romance Film', 'World cinema']	Premanthe Inthe		0
Chava	/m/0h5pj9g		['come', 'tell', 'daughter']	40.220222	-4.631502	-12.530279	17	8656796		True	1971.0	F			Neva Small	18.0	10404330.0	['Drama', 'Comedy', 'Romance Film']	Fiddler on the Roof		0
Lazar Wolf	/m/0h5pj85	['butcher']	['wife', 'butcher', 'agreement']	41.369453	1.6512362	-19.058308	17	8656796		True	1971.0	M			Paul Mann	57.0	10404330.0	['Drama', 'Comedy', 'Romance Film']	Fiddler on the Roof	['/m/0h2bgr3']	1
Reuben Feffer	/m/04dr_bp		['try', 'shout', 'realize']	8.659094	-3.0416362	7.087118	2	547378		True	2004.0	M	1.73	/m/041rx	Ben Stiller	38.0	171963390.0	['Comedy', 'Romance Film', 'Romantic comedy']	Along Came Polly		0
Nickerson	/m/0h5hmb1	['Coach']	['realize', 'confront', 'see']	5.1198826	-8.929562	7.751709	2	2400255		True	1983.0	M	1.92		Craig T. Nelson	39.0	17233166.0	['Drama', 'Romance Film', 'Sports']	All the Right Moves	['/m/0267ckh', '/m/0dgdccf', '/m/0h7yn3t', '/m/0h76kvd', '/m/0h37t7v', '/m/0h2t73s', '/m/0h76kvd', '/m/0h37t7v', '/m/0h2d4g9', '/m/0kds635']	1
Gertrudis	/m/0gfns27	['general']	['general', 'return', 'transfer']	5.397725	-42.840496	7.4431233	16	15142854		True	1992.0				Claudette Maillé		21665468.0	['Drama', 'Romance Film', 'World cinema']	Like Water for Chocolate		0
Rosaura	/m/0gfnrv1		['die', 'give', 'send']	3.1519544	19.879246	-28.166555	29	15142854		True	1992.0	F			Yareli Arizmendi		21665468.0	['Drama', 'Romance Film', 'World cinema']	Like Water for Chocolate	['/m/0hg_t5d', '/m/0h6g4lc']	1
Brandi Svenning	/m/09vvs03		['propose', 'tell', 'accept']	-32.609623	-7.210378	-12.375823	32	236651		True	1995.0	F	1.651	/m/0gf5k1	Claire Forlani	23.0	2122561.0	['Comedy', 'Romance Film', 'Romantic comedy']	Mallrats		0
Rene Mosier	/m/09vvs57		['seem', 'confront', 'seduce']	-4.774413	-28.190733	-3.7997248	7	236651		True	1995.0	F	1.6	/m/033tf_	Shannen Doherty	24.0	2122561.0	['Comedy', 'Romance Film', 'Romantic comedy']	Mallrats	['/m/05sq93c', '/m/05ykpsf']	1
David Aames	/m/04jt3k5	['owner', 'guard']	['call', 'jump', 'bring']	-6.2017617	34.844734	3.2602062	1	54030		True	2001.0	M	1.7	/m/02ctzb	Tom Cruise	39.0	203388341.0	['Romance Film', 'Thriller', 'Mystery']	Vanilla Sky	['/m/040szml', '/m/0gxbgt3', '/m/0dfv799', '/m/0c6z89', '/m/05lmjfx', '/m/0h0yq8n', '/m/040szml', '/m/0bg79f0', '/m/02nwgtm', '/m/0djywdd', '/m/052vktv', '/m/0ch7r34', '/m/0h1wxlh', '/m/0gj3z6f']	1
David Aames	/m/04jt3k5	['owner', 'guard']	['call', 'jump', 'bring']	-6.2017617	34.844734	3.2602062	1	54030		True	2001.0	M	1.7	/m/02ctzb	Tom Cruise	39.0	203388341.0	['Romance Film', 'Thriller', 'Mystery']	Vanilla Sky		0
Stanley Yelnats	/m/087w69		['sing', 'blame', 'come']	-0.124092124	31.249525	10.63406	1	5511248		True	2003.0	M	1.759	/m/041rx	Shia LaBeouf	16.0	71406573.0	['Drama', 'Comedy', 'Romance Film']	Holes		0
Trevor Graydon	/m/0h67h6c		['drown', 'fall', 'absorbed']	43.81937	-0.33763164	-11.022515	17	711970		True	1967.0	M			John Gavin	35.0	34335025.0	['Comedy', 'Romance Film', 'Musical']	Thoroughly Modern Millie		0
George Webber	/m/0h2vw2y	['composer']	['make', 'learn', 'refuse']	-18.079494	-20.148058	-21.74713	14	832232		True	1979.0	M	1.59		Dudley Moore	44.0	74865517.0	['Comedy', 'Romance Film', 'Romantic comedy']	10		0
Masha	/m/0h75d8n		['get', 'ask', 'think']	28.247787	-25.222149	25.512	0	14270550		True	2004.0	F		/m/0dryh9k	Tannishtha Chatterjee			['Drama', 'Romance Film']	Shadows of Time	['/m/0h6kmk4']	1
Larry Hedges	/m/0gl5510		['come', 'harass', 'drunken']	16.487085	-19.775133	-0.74701035	31	2295405		True	2006.0	M	1.91	/m/041rx	Noah Emmerich	41.0	14821658.0	['Drama', 'Romance Film', 'Marriage Drama']	Little Children	['/m/0gyxj3y', '/m/0h81g5c', '/m/02x6hm', '/m/0h61jjk', '/m/0hgxg36', '/m/0h2k65l', '/m/0h2k65l', '/m/0h2k65l', '/m/0h2k65l']	1
MacMillan	/m/0h5p1k6	['owner']	['ask', 'proposal', 'owner']	17.840408	33.811966	-12.558259	10	168597		True	1988.0	M	1.79	/m/0xnvg	Robert Loggia	58.0	151668774.0	['Drama', 'Comedy', 'Romance Film']	Big		0
Lavanya	/m/0h34ld8		['believe', 'ask', 'aim']	38.126644	-7.365566	-12.515381	17	14823527		True	2008.0	F	1.65	/m/0dryh9k	Mamta Mohandas	22.0		['Drama', 'Comedy', 'Romance Film']	Chintakayala Ravi	['/m/0jxwcbs']	1
Dick Johnson	/m/0l86hlr		['know', 'offer', 'give']	18.192003	-18.5719	29.59858	0	10335706		True	1947.0	M			Johnny Johnston	31.0		['Comedy', 'Romance Film', 'Musical']	This Time for Keeps	['/m/0cbzwch']	1
Ferdi Farro	/m/0h4zxwf		['confront', 'convince', 'accuse']	17.645456	11.431006	0.45990014	2	10335706		True	1947.0	M	1.7	/m/0xnvg	Jimmy Durante			['Comedy', 'Romance Film', 'Musical']	This Time for Keeps		0
Maria Hardy	/m/0gz5lrk		['anger', 'ask', 'daughter']	29.386269	-19.553127	21.95425	0	576204		True	1989.0	F	1.73	/m/065b6q	Isabella Rossellini	36.0	22026369.0	['Comedy', 'Romance Film', 'Romantic comedy']	Cousins	['/m/07ym4gk', '/m/0h13kq8', '/m/0dgdccf', '/m/06n0wkj', '/m/0gxnkdr', '/m/0h60f37', '/m/0cgy3z8', '/m/0gyd5dk', '/m/0lmqwgf', '/m/0h5jrkl', '/m/0c0m2k7']	1
Asha	/m/0h4_vl_		['come', 'see', 'attend']	38.095016	-6.320459	-13.819952	17	30816196		True	1982.0	F		/m/0cqgdq	Smita Patil	26.0		['Drama', 'Romance Film']	Dil-E-Nadaan		0
Susan Lowenstein	/m/040szm9	['violinist', 'musician']	['voice', 'confront', 'ask']	-16.943207	-15.44261	-23.607124	14	133550		True	1991.0	F	1.65	/m/048z7l	Barbra Streisand	49.0	110000000.0	['Drama', 'Romance Film', 'Romantic drama']	The Prince of Tides	['/m/0gxqy4p', '/m/0gxw7k3', '/m/0gxs_b4', '/m/052vktv', '/m/0h8bgq2', '/m/098jcy6', '/m/0h5cz3l']	1
Susan Lowenstein	/m/040szm9	['violinist', 'musician']	['voice', 'confront', 'ask']	-16.943207	-15.44261	-23.607124	14	133550		True	1991.0	F	1.65	/m/048z7l	Barbra Streisand	49.0	110000000.0	['Drama', 'Romance Film', 'Romantic drama']	The Prince of Tides		0
Emma Woodhouse	/m/04fgqh0		['ridicule', 'develop', 'misinterpret']	5.266699	-5.941617	6.6499815	2	2638362		True	1996.0	F	1.75	/m/041rx	Gwyneth Paltrow	23.0	22231658.0	['Drama', 'Comedy', 'Romance Film']	Emma	['/m/0ch7r34', '/m/0gxbh4l']	1
Eddie O'Hare	/m/0c09y0r	['writer']	['make', 'learn', 'confide']	9.331958	-15.730021	41.231804	24	1128108		True	2004.0	M	1.82	/m/041rx	Jon Foster	19.0	6715067.0	['Drama', 'Romance Film', 'Indie']	The Door in the Floor		0
Sarah Roberts	/m/0h60kgk		['assume', 'give', 'try']	3.443675	-6.773284	16.411442	2	1139763		True	1983.0	F	1.7	/m/09vc4s	Susan Sarandon	36.0	5979292.0	['Romance Film', 'Thriller', 'Horror']	The Hunger	['/m/0dfv799', '/m/0j1sp8p', '/m/0h3cp58', '/m/02ws4tk', '/m/0bnlp4x', '/m/0h29ykk', '/m/0kds635', '/m/0c0m2k7', '/m/0bnqq_j', '/m/0h5jrkl', '/m/0g_chl2']	1
Miriam Blaylock	/m/0h0xbhk	['cellist']	['know', 'tell', 'bite']	-20.049501	-15.120772	-24.927763	14	1139763		True	1983.0	F	1.68	/m/03ts0c	Catherine Deneuve	39.0	5979292.0	['Romance Film', 'Thriller', 'Horror']	The Hunger		0
Nicole Oakley	/m/0gxr1z0		['realize', 'save', 'trouble']	-33.074574	2.922541	7.758044	28	1882947		True	2001.0	F	1.7	/m/01qhm_	Kirsten Dunst	19.0	19937988.0	['Drama', 'Romance Film', 'Romantic drama']	Crazy/Beautiful	['/m/0h2r7x_', '/m/0g4sfwm', '/m/0jzp93d']	1
Holly LeMaise	/m/0gx9gyb		['prove', 'shock', 'manipulate']	-6.9108562	-9.020605	-4.1343904	2	30011044		True	1959.0	F	1.57	/m/07hwkr	Debbie Reynolds	27.0	3600000.0	['Comedy', 'Romance Film', 'Musical']	Say One for Me		0
Julia	/m/0gy23r6		['get', 'judge', 'spot']	-7.768495	-36.875248	-13.316567	7	2304640		True	1991.0	F	1.68		Meryl Streep	41.0	16371128.0	['Comedy', 'Romance Film', 'Fantasy']	Defending Your Life		0
Gill	/m/0bh5pzq		['attack', 'inform', 'leave']	-19.304325	15.073265	16.171614	30	5930384		True	2006.0	M	1.75		Michael Raymond-James	28.0	10903846.0	['Drama', 'Romance Film', 'Indie']	Black Snake Moan	['/m/0h2ygry', '/m/02rl699']	1
Ronnie	/m/04fw17j		['suffer', 'continue', 'attack']	-19.231047	15.258009	16.665516	13	5930384		True	2006.0	M	1.85	/m/09vc4s	Justin Timberlake	25.0	10903846.0	['Drama', 'Romance Film', 'Indie']	Black Snake Moan	['/m/0h5sx82']	1
Jim Stark	/m/0gxtbhd		['seem', 'try', 'yell']	13.168721	-0.48985887	3.0479283	2	76040		True	1955.0	M	1.73	/m/07bch9	James Dean	24.0	4500000.0	['Drama', 'Romance Film', 'Short Film']	Rebel Without a Cause		0
Melanie Adams	/m/0h31z0k	['correspondent']	['give', 'cause', 'bother']	17.454288	0.4470865	37.854595	34	25501212		True	1991.0	F	1.63		Cheryl Ladd	39.0		['Drama', 'Romance Film', 'Romantic drama']	Changes	['/m/0h2tjc9']	1
Archibald Cunningham	/m/0h2b2xc		['hunt', 'present', 'capture']	-14.7861395	9.322392	18.89984	27	701781		True	1995.0	M	1.7	/m/02w7gg	Tim Roth	33.0	31596911.0	['Drama', 'Romance Film', 'Action']	Rob Roy		0
Robert Roy MacGregor	/m/0gxs7j0		['capture', 'wife', 'flee']	-18.749601	3.5163171	36.13902	25	701781		True	1995.0	M	1.93	/m/03bkbh	Liam Neeson	42.0	31596911.0	['Drama', 'Romance Film', 'Action']	Rob Roy	['/m/0h5pgx6', '/m/0cjlx1v', '/m/066nq63']	1
Helen Phillips	/m/02nwj04		['die', 'refuse', 'realize']	37.401443	-0.8676973	-10.229802	17	4717779		True	1954.0	F	1.59		Jane Wyman	37.0	5000000.0	['Drama', 'Romance Film', 'Romantic drama']	Magnificent Obsession	['/m/0h5p67c', '/m/0gxt8p4', '/m/02nwrmg', '/m/0h29xk6', '/m/0h1np6p', '/m/02nw9wd', '/m/0h5cz3l', '/m/0hcblp5', '/m/0h5sn4c', '/m/0dl8t4l', '/m/05pw5z4', '/m/0h185dc', '/m/0h2c8h8', '/m/0h5nfqc']	1
Antoinette Lily	/m/0h2895f		['despise', 'irritate', 'talk']	-12.402603	2.1099236	-1.7175347	2	5016298		True	1980.0	F	1.62		Sondra Locke	36.0		['Drama', 'Comedy', 'Romance Film']	Bronco Billy	['/m/0gvn8q7', '/m/08d8n2x', '/m/0h0szzz', '/m/0h0xbh_', '/m/0hgx0k3']	1
Om Prakash	/m/0dgb405		['act', 'succumb', 'notice']	-24.116537	7.309395	-31.123163	8	5778040		True	2007.0	M	1.73	/m/09743	Shahrukh Khan	42.0		['Drama', 'Comedy', 'Romance Film']	Om Shanti Om	['/m/0jxwcbs']	1
Darnell	/m/0gy9ydm	['owner', 'manager']	['hate', 'learn', 'injured']	13.637154	-2.0866952	5.842435	2	832222		True	1996.0	M	1.71	/m/0x67	Martin Lawrence	30.0		['Drama', 'Comedy', 'Romance Film']	A Thin Line Between Love and Hate		0
Darnell	/m/0gy9ydm	['owner', 'manager']	['hate', 'learn', 'injured']	13.637154	-2.0866952	5.842435	2	832222		True	1996.0	M	1.71	/m/0x67	Martin Lawrence	30.0		['Drama', 'Comedy', 'Romance Film']	A Thin Line Between Love and Hate		0
Grant Stayton III	/m/0h5svv5		['attempt', 'get', 'shoot']	6.286039	-42.06182	10.483493	16	2209172		True	1987.0	M	1.956		Edward Herrmann	44.0	26713187.0	['Drama', 'Comedy', 'Romance Film']	Overboard	['/m/0cgfdmz']	1
Benjamin Button	/m/0h1qblc		['exchange', 'grow', 'die']	-11.421711	-33.84013	-8.594754	7	8031432		True	2008.0	M	1.8		Brad Pitt	44.0	333932083.0	['Drama', 'Romance Film', 'Romantic drama']	The Curious Case of Benjamin Button		0
Jeremy	/m/0gwgjjp		['encounter', 'talking', 'punching']	19.2817	-3.9929476	1.5337477	2	29462138		True	2012.0	M	1.803		Scott Speedman	36.0	196114570.0	['Drama', 'Romance Film']	The Vow		0
Bart McGuire	/m/05pw5z4	['novelist']	['make', 'talk', 'confront']	6.621178	-18.164457	38.50173	24	3831894		True	1982.0	M	1.8		Harry Hamlin	30.0		['Drama', 'Romance Film', 'LGBT']	Making Love	['/m/05mn02s']	1
Horace Vandergelder	/m/0h36kvy		['repeat', 'tell', 'collect']	1.4030904	-0.9074582	-39.525757	5	7024876		True	1969.0	M	1.892	/m/041rx	Walter Matthau	49.0	33208099.0	['Comedy', 'Romance Film', 'Family Film']	Hello Dolly!		0
Tong	/m/0gz6ypn		['say', 'buy', 'give']	-11.661098	-13.179229	-4.2661247	2	14688795		True	2007.0	M	1.8	/m/04l_pt	Mario Maurer	18.0	1405711.0	['Drama', 'Romance Film', 'World cinema']	The Love of Siam		0
Mac Sledge	/m/02nwn4h	['singer']	['watch', 'admit', 'continue']	-13.963113	-20.1803	-30.930262	14	113445		True	1983.0	M	1.74		Robert Duvall	52.0	8440000.0	['Drama', 'Romance Film', 'Indie']	Tender Mercies		0
Lady	/m/05ykpsf		['grow', 'bark', 'reconcile']	-6.2527313	3.0634792	0.16476469	2	286828		True	1955.0	F			Barbara Luddy	47.0	93602326.0	['Drama', 'Romance Film', 'Family Film']	Lady and the Tramp	['/m/0h6g4lc', '/m/04g5lgw', '/m/052vktv', '/m/0jxwcbs', '/m/0gyj0v6', '/m/09vvs57', '/m/02ws4tv']	1
