	movie_id	character	agent_verbs	patient_verbs	attributes	title	religion	age	death	children
9973	24020423	Nadheera	['drops', 'old', 'shifted', 'asks']	['stricken', 'find']	['son', 'address']					
9974	24020423	Lenin	['came', 'spoken', 'mails']		['son', 'letters', '1970', 'son', 'her']	marine engineer				
9975	24020423	Shamsudeen			['friend']					
9976	25502984	James W. Kelly	['manage', 'taking', 'tries', 'fall']	['sell', 'marched', 'pull', 'scrounge']		crooner				
9977	25502984	Tania		['win']		Princess				
9978	25502984	Alexis				Prince				
9979	930894	Johnny	['compete']							
9980	5673191	Chris	['hang', 'brought']		['lover']					
9981	5673191	Claudine	['hang', 'scholar', 'make', 'recreate']	['accompanied']		scholar				
9982	15881207	Gwen Frank	['broken', 'says', 'incredulous', 'is', 'had', 'believe', 'demands', 'finds', 'comes', 'stops', 'let', 'saying', 'walks', 'reveals']	['break', 'confronts', 'tells', 'woo', 'know', 'forget']	['tears', 'Egyptologist']					
9983	15881207	Frank Herlihy	['known', 'lies', 'found', 'gives', 'says', 'say', 'promises', 'lied', 'claimed', 'understand']	['leave', 'keep', 'ask', 'allowed']	['nightmare', 'advice', 'reason', 'mistress']	businessman				
9984	15881207	Bertram Pincus	['tells', 'agrees', 'making', 'begins', 'asks', 'tears', 'gets', 'playing', 'replies', 'break', 'realizes', 'has', 'tries', 'sinks', 'watches', 'lying', 'wakes', 'demands']	['annoy', 'woo', 'know', 'revive', 'fall', 'visits']	['advice', 'rudeness', 'office', 'sense']	dentist				
9985	15881207	Richard	['arrives', 'tries', 'bad', 'visits']	['revive', 'break']	['lawyer']	lawyer				
9986	739259	Walter Davis	['ends', 'avoid', 'gives', 'attempts']	['stop']						
9987	739259	Nadia	['begins', 'shy']	['drink']	['ex-boyfriend', 'cousin', 'mishaps']					
9988	739259	David		['do', 'forces', 'marry']	['menacing', 'ex-boyfriend']					
9989	739259	Ted			['brother']					
9990	35604925	Harishchandra	['has', 'falls']							
9991	35604925	Nandini	['assumes', 'forgives']							
9992	5937490	Pavani	['dump', 'woman', 'rejects', 'get', 'meets']	['woo']	['classmate', 'relationship']					
9993	5937490	Naveen	['tangle', 'get', 'have', 'celebrating', 'go']	['meets']	['neck']					
9994	5937490	Ritesh	['shoots', 'intelligent', 'ignores', 'becomes', 'inherited', 'dig', 'loses']	['gets', 'sabotage', 'rejects', 'avenge']	['lifestyle', 'fiancé', 'welfare', 'son', 'agony', 'shooting', 'dad', 'life']					
9995	5937490	Sayeed	['aware', 'gets', 'tries']	['satisfy', 'kills']	['scheme', 'student']	student				
9996	5937490	Pachadlla Paramanandam				owner				
9997	28790520	Jordan	['reveals', 'realises', 'businessman']							
9998	28790520	Sarah	['him', 'proceeds', 'going']	['try']	['worker']					
9999	16375992	Humpy	['has']		['predicament', 'poor']					
10000	16375992	Miller	['have']							
10001	16375992	Clive Morton		['progresses']						
10002	16375992	Mary			['daughter']					
10003	5533243	Michael	['arrive', 'refuses']	['comply', 'set', 'convince', 'see']	['lives']					
10004	5533243	Carolyn	['arrive', 'discovers']	['see']	['lives']	artist				
10005	5533243	Francesca Johnson			['farmhouse', 'mother']					
10006	5533243	Robert Kincaid			['lives']	photographer				
10007	16908629	Felipe	['rivals']			sailor				
10008	16908629	Don Fernando				Governor				
10009	163456	Paul	['meets', 'left', 'collapses', 'proceed', 'says', 'packed', 'has', 'dies', 'wanting', 'staggers', 'demands']	['have', 'let', 'tells']	['owner']	owner				
10010	163456	Jeanne	['muttering', 'dazed', 'comes', 'go', 'proceed']	['have', 'find', 'meets']	['named', 'disillusions']					
10011	4731909	Annie Johnson	['have', 'bedridden', 'continues', 'persuades', 'learns', 'passes', 'appears', 'flies']	['see', 'live', 'takes', 'claim', 'given']	['more', 'crush', 'ill']					
10012	4731909	Lora Meredith	['afford', 'returns', 'begun', 'look', 'loses', 'takes', 'has', 'star', 'becomes', 'pursue', 'learns']	['married', 'persuades', 'find', 'signed', 'let', 'star']	['focus', 'widow']	actress				
10013	4731909	Susie	['look', 'leaves', 'decides', 'learns']	['looked', 'go', 'join', 'found', 'teenaged']	['daughter', 'age', 'crush']	actress				
10014	4731909	Steve Archer	['hire']	['reintroduced', 'seen', 'join', 'watch', 'meets', 'married', 'leaves']		actress				
10015	4731909	David Edwards			['script']					
10016	4731909	Alan Loomis				playwright				
10017	4851414	Vishnu	['becomes']	['leaves', 'handicapped']	['brother', 'handicapped']					
10018	4851414	Lavanya	['marry', 'falls']			student				
10019	4851414	Sujatha				social worker				
10020	33219831	Becky		['reach', 'has']	['father']	colonel				
10021	8264802	Ruth	['becomes', 'tells', 'retired']	['joins', 'dispatching']	['wife']					
10022	8264802	Madame Arcati	['concerned', 'faints', 'summoned', 'performs', 'speaks']	['invites']	['motives']					
10023	8264802	Charles Condomine	['hear']	['bring', 'haunted']	['motives', 'séance', 'whose', 'wife']	novelist				
10024	8264802	Elvira	['takes', 'behaves']	['joins', 'learns']	['wife', 'seeing']					
10025	8264802	Kent			['Lympne']					
10026	8264802	Edith			['aid']	maid				
10027	3201442	Casanova	['visits', 'lies', 'says', 'falling', 'confesses', 'child']	['arrested', 'warns', 'hanged']	['stepfather', 'house', 'womanizing']					
10028	3201442	Francesca	['reveals', 'makes', 'writes', 'argues']	['visit', 'saves', 'visits', 'hanged']	['brother']					
10029	3201442	Paprizzio	['arrives', 'stays']	['marry']	['boat', 'man']					
10030	3201442	Pope	['gave']		['birthday']					
10031	3201442	Giovanni			['brother']					
10032	4372392	Maecenas	['alive', 'dead']	['tells']	['friend']					
10033	4372392	Marcus Agrippa	['dead', 'defeats']		['sons']	king				
10034	4372392	Augustus	['demands', 'cries', 'upset', 'understands', 'forces', 'bed', 'tells', 'sends', 'goes', 'dies', 'breaks']	['tells', 'kill', 'causes', 'saves', 'sit']	['name', 'chambers', 'life', 'rule', 'reign', 'person', 'advisor', 'treatment', 'heirs']					
10035	4372392	Gaius	['dead']							
10036	4372392	Julia	['takes', 'enters', 'words', 'refuses', 'leaves', 'confides', 'replies', 'marry', 'admits', 'tells', 'suffers', 'resents', 'exile']	['seduce', 'submit', 'tells', 'upset', 'marry', 'shocks', 'dislike', 'tell', 'forced']	['her', 'sending', 'daughter', 'everyone', 'plan', 'watching', 'husband', 'treatment', 'misery']					
10037	4372392	Julius Caesar	['battle', 'honours', 'sends']		['assassination', 'man', 'murder', 'friend']					
10038	4372392	Livia	['decides', 'advisor', 'goes', 'suggests']	['marries']	['son', 'husband']					
10039	4372392	Iullus Antonius	['recites', 'realises', 'tells', 'wish', 'uses', 'it']	['revealed', 'spares', 'assassins', 'see', 'end', 'find', 'catch', 'kill']	['son']					
10040	4372392	Lucius	['dead']							
10041	4372392	Octavian	['hears', 'takes', 'sends', 'spares', 'divorces', 'defeat', 'marries', 'becomes']		['sister']					
10042	4372392	Tiberius	['informs', 'overhears', 'tell', 'upset', 'threatens', 'scolds', 'returns']	['marry', 'find', 'planning', 'fight', 'sends', 'kill']	['leaving', 'son']					
10043	4372392	Mark Antony	['become', 'pursues', 'humiliates', 'defeat']	['defeats']	['man', 'son']					
10044	4372392	Octavius	['goes']		['young', 'son']					
10045	4372392	Brutus		['defeat', 'pursues']						
10046	4372392	Cassius		['pursues', 'defeat']						
10047	4372392	Pompey		['defeat']	['troops']					
10048	4372392	Octavia			['request', 'sister']					
10049	4372392	Scribonia			['wife']					
10050	4372392	Cleopatra			['lover']	queen				
10051	199505	Michael Hfuhruhurr	['falls', 'explains', 'passes', 'replies', 'saves', 'run', 'concludes', 'meets', 'drives', 'driving', 'takes', 'selects', 'fall', 'discovers', 'makes']	['torments', 'convinced', 'toss', 'causing', 'shocked', 'tells', 'stopped', 'speculate', 'causes', 'pursue']	['surgeon']	brain surgeon				
10052	199505	Dolores Benedict	['life', 'torments', 'get', 'catches', 'drunk']	['toss', 'murdered', 'passed']	['body']					
10053	199505	Anne Uumellmahaye	['brain', 'recommends', 'have', 'reveals']	['kill', 'loves']	['consciousness']					
10054	199505	Alfred Necessiter	['informs']	['meets']	['brains', 'lab']	scientist				
10055	199505	Hfuhrhurr	['takes', 'loves']							
10056	2520267	Delilah Milford		['expelled']						
10057	22302577	Mithilesh	['played']		['named']					
10058	22302577	Veena			['friend']					
10059	22302577	Saleem			['friend']					
10060	22302577	Akash			['friend']					
10061	19141239	Subbayya	['gives', 'came']	['know']	['father', 'home', 'host']	Col.				
10062	19141239	Subbayya	['gives', 'came']	['know']	['father', 'home', 'host']	host				
10063	19141239	Akash	['confronts', 'spots', 'decide', 'convinces', 'drives', 'fell', 'vows', 'minds', 'goes', 'saves', 'brings', 'takes', 'thinking', 'throws', 'watches', 'trashes', 'meets', 'starts', 'leaves', 'discovers']	['marry', 'take', 'visit', 'offers']	['unaware', 'intent']					
10064	19141239	Barsha	['put', 'requests', 'met', 'walks', 'love', 'married', 'calls', 'loses', 'ending', 'decide', 'writes', 'expresses', 'taunts', 'rescues']	['take', 'takes', 'weds', 'offers', 'meets', 'engaged', 'marry', 'following', 'tells', 'visit']	['watch', 'girl', 'friends', 'hand', 'marriage', 'father', 'marrying', 'interest']					
10065	19141239	Jaanu	['tries', 'vowed', 'following', 'beats']	['named', 'kill', 'trashes', 'allow']						
10066	19141239	Gautam	['asks', 'person']	['saves', 'kill', 'finds', 'drops']	['permission', 'marriage']					
10067	19141239	Gautham	['weds']							
10068	19141239	Preetham	['agree']	['give', 'tells']						
10069	19141239	Devadas			['taking']					
10070	25452802	Shek Kin	['festering']		['families', 'son', 'daughter']					
10071	25452802	Ha Junior				dancer				
10072	11673194	Milly	['outraged', 'learns']		['intention', 'uncle']					
10073	11673194	Etienne Pimm	['begin', 'suggests', 'hoped', 'meets', 'has', 'invites', 'recruits', 'confesses']		['minions']					
10074	11673194	John Lathrop Davis	['contemptuous', 'groom']	['sent', 'recruits']	['champion', 'reluctant']					
10075	11673194	Millicent	['target']							
10076	11673194	Janine	['begin']		['his']	assistant				
10077	11673194	Duke Gaspard Ducluzeau		['drive', 'teach']						
10078	11673194	Freddie		['named']						
10079	11673194	Maurice Zoltan				chef				
10080	8710347	Nelson	['agree']	['share']	['dad', 'nerds']					
10081	8710347	Adam	['agree']	['share']						
10082	8710347	Stu	['agree']	['share', 'meet']						
10083	28133007	Alex Woodward	['convinces', 'wanted', 'finds', 'takes', 'reveals', 'decides']	['marry', 'returned', 'excused', 'follow']	['sending', 'decision']					
10084	28133007	Lily Parker	['hears', 'regrets']	['convinces', 'reminds', 'have']	['marriage']	editor				
10085	28133007	Lily Parker	['hears', 'regrets']	['convinces', 'reminds', 'have']	['marriage']	student				
10086	28133007	Susan Lawson	['falls', 'convinces']							
10087	28133007	Sandy			['friend']					
10088	28133007	Flavio			['members', 'one']					
10089	28133007	Theodore			['father']					
10090	28133007	Stacey			['friend']					
10091	14137409	Catherine	['running', 'dismisses', 'disobeying', 'falls', 'becomes', 'confronts', 'clumsy', 'possesses', 'untalented', 'care', 'refused', 'comes', 'overweight']	['telling', 'born', 'introduced', 'leaving', 'reflect', 'left']	['&ndash;', 'daughter', 'susceptible', 'aunt']					
10092	14137409	Austin Sloper	['speaks', 'misunderstands', 'refuses', 'alters', 'invites']	['give']	['frustrated', 'doctor', 'wishes', 'resident']	doctor				
10093	14137409	Lavinia Penniman	['loves', 'contrary', 'gets']							
10094	14137409	Morris Townsend	['reappears', 'proposes']	['meeting', 'marry', 'reunited', 'give']	['attentions', 'named']					
10095	3105893	Sonia	['becomes', 'surviving', 'turned']		['shock', '18']			18		
10096	3105893	Bruno	['sells', 'surviving']	['lead']	['crimes', '20']			20		
10097	10843767	Jessica	['moved', 'meets']	['hires', 'start', 'welcome']						
10098	10843767	Frédéric	['had']	['separated']	['son']					his
10099	10843767	Jacques	['relationship', '*']							
10100	10843767	Catherine	['*']			actress				
10101	10843767	Dani			['One', 'staff']					
10102	10843767	Claudie			['theatre']					
10103	10843767	Valentine			['wife']					
10104	10843767	Valérie			['younger', 'much']					
10105	10843767	Brian Sobinski				film director				
10106	10301392	Giribala			['situation', 'young', 'beautiful']					
10107	320500	Stanley Grubman	['take', 'introduces', 'tells']		['view']	professor				
10108	320500	Stanley Grubman	['take', 'introduces', 'tells']		['view']	author				
10109	320500	Oscar Grubman	['makes', 'arrives', 'rebuffs', 'staring', 'follows', 'confides', 'gets', 'spent', 'plans', 'explains', 'goes', 'play', 'wakes', 'has', 'tries', 'tells', 'finds', 'man', 'lovers', 'runs', 'smiles', 'getting']	['confront', 'take', 'open', 'asks', 'approaches']						
10110	320500	Eve	['play', 'breaks', 'pick', 'understands', 'take', 'asks']	['tell']	['friend', 'unsuspecting', 'father', 'scarf']					
10111	320500	Diane Lodder	['begins', 'explains', 'tell', 'joining', 'promise', 'admits']	['keep', 'massage', 'finds']	['boyfriend']	chiropractor				
10112	320500	Charlie	['understand']	['tells', 'confides']						
10113	320500	Voltaire		['quotes']						
10114	320500	Phil			['boyfriend']					
10115	6872477	Franck	['reveals', 'quit', 'sends', 'suffered', 'meets']	['drive', 'leads']	['contract', 'bodyguard']	bodyguard				
10116	6872477	Angelique	['drifting']		['wife']	decorator				
10117	6872477	Manie	['developed']	['turns', 'meets']	['barmaid', 'dealing', 'apartment', 'friend']					
10118	6872477	Clara	['invites', 'confides', 'goes', 'lands', 'move', 'overjoyed', 'starts']	['teach', 'see', 'feel', 'hires', 'sees']	['friend', 'friends', 'performance']	actress		forty years old		
10119	6872477	Bruno	['practices', 'reveals', 'says', 'spends', 'regrets']	['sends']	['conversation']					
10120	6872477	Castella	['drifting', 'owns', 'develops', 'attends', 'thick']	['invites']	['English', 'bodyguard']	politician				
10121	6872477	Henrik Ibsen	['playwright']		['A']	playwright				
10122	4510764	Bhaskar	['attend', 'expresses', 'tries', 'impressed', 'trying']	['commit', 'saved', 'rejected', 'marry']	['house', 'father', 'disheartened', 'parents']	servant				
10123	4510764	Sirisha	['bring', 'leaves', 'rejected', 'writes', 'accuses', 'rejected', 'accepts']	['saved', 'marry', 'bring', 'see']	['insulting', 'same', 'house', 'disheartened']					
10124	4510764	Kalyan	['has', 'shocked', 'saved', 'hits', 'loses', 'attend', 'manages', 'reaches']	['portrays', 'discouraged', 'bring', 'accuses']	['circle', 'attitude']					
10125	4510764	Muddu Krishnayya	['unites', 'apologises']		['father']	servant				
10126	4510764	Baburao	['helps']							
10127	4510764	Mallikharjun Rao				servant				
10128	3105139	Gregory Larkin	['realize', 'departs']	['intrigued']	['theories']	teacher				
10129	3105139	Rose Morgan	['realizes', 'accepts', 'teaches', 'realize', 'embarks']		['behalf', 'lecture', 'attraction', 'appearance']	professor				
10130	3105139	Claire	['reads', 'tells']		['sister']					
10131	3105139	Alex	['used']							
10132	3105139	Hannah			['her', 'vain']					
10133	42361	Terry Malloy	['confronts', 'reminds', 'sets', 'meets', 'working', 'getting', 'find', 'beat', 'boxer', 'places', 'willing']	['bribing', 'smitten', 'coax', 'testify', 'used', 'sway', 'shoot', 'killed', 'remain', 'fight', 'urging', 'convinces']		boxer				
10134	42361	Charley	['man', 'recognizes', 'instruct', 'threatens', 'advises', 'tries', 'murdered', 'coerce', 'gives']	['reminds']						
10135	42361	Barry	['convinces', 'urging', 'obstructs']	['shamed']	['promise']					
10136	42361	Edie	['tries', 'urging']	['persuade']	['sister']					
10137	42361	Joey Doyle			['death']					
10138	42361	Johnny Friendly				boss				
10139	183575	Roger	['establishes', 'love']							
10140	183575	Georges Querelle	['murdered', 'has', 'loses', 'betrays', 'help', 'announces', 'arranged', 'makes', 'falls', 'becomes']	['concerning']	['drunken', 'loss', 'brother', 'worker', 'superior']	sailor				
10141	183575	Georges Querelle	['murdered', 'has', 'loses', 'betrays', 'help', 'announces', 'arranged', 'makes', 'falls', 'becomes']	['concerning']	['drunken', 'loss', 'brother', 'worker', 'superior']	construction worker				
10142	183575	Gil	['flee', 'resembles', 'returns', 'hides']	['considered', 'betrays', 'murderer']						
10143	183575	Nono	['gloats', 'loses', 'tends', 'manages', 'says', 'sodomized']	['has']						
10144	183575	Robert	['brother']							
10145	183575	Seblon	['tries', 'love', 'chooses', 'aware', 'reveals']	['protect', 'prove']		Lieutenant				
10146	183575	Theo	['assaulting', 'harassing']		['his']					
10147	183575	Vic		['murdered']	['his', 'murder', 'murderer']					
10148	183575	Lysiane			['husband', 'lover']					
10149	183575	Mario			['captain']	captain				
10150	183575	Brad Davis				sailor				
10151	10494887	Ramudu	['agrees', 'marry', 'marries', 'offers']		['love', 'brother', 'misery']					
10152	10494887	Radha	['learns', 'loves']	['agrees', 'marry']	['cousin', 'love', 'father']					
10153	10494887	Sunil	['has']							
10154	10494887	Raghu	['finds']	['implicates']	['person']					
10155	15530723	Satya	['married']		['husband', 'sister']					
10156	15530723	Krishna	['comes']		['idol']					
10157	15530723	Arjun	['dies', 'gains', 'overcomes', 'live']	['treated']	['assistance', 'named', 'boy']					
10158	15530723	Pedababu			['husband', 'sister', 'bungalow']	landlord				
10159	27978764	Jeff Nichols	['has']	['follows']		comedian				
10160	27978764	Cynthia			['parents']					
10161	27978764	Lynn			['woman']					
10162	3822677	Xavier Katzone	['gives', 'hails', 'takes', 'promises', 'invites']	['deliver']	['household', 'grieved', 'property']					
10163	3822677	Snàporaz	['dances', 'has', 'wakes', 'comes', 'getting', 'fails', 'plummeting', 'walks', 'makes', 'decides', 'follows']	['leads', 'deliver', 'lures', 'sleep', 'follow']						
10164	3822677	Donatella	['leads', 'forces']	['meets']	['shape', 'assistance']					
10165	3822677	Italo			['dogs']					
10166	3822677	Elena			['wife']					
10167	6721185	Junior	['is', 'told']		['Her']					
10168	6721185	Evy	['flees']	['spotted']	['girlfriend', 'mother']					
10169	6721185	Max	['ends', 'end', 'dismisses', 'reconnect', 'student', 'invites']			student				
10170	6721185	Daria	['throw']		['her']					
10171	6721185	Ely	['relationship', 'end', 'reveals', 'throw', 'decides', 'reconnect']	['cut']	['woman', 'fingernails', 'place', 'partner']					
10172	6721185	Kate			['partner']					
10173	241471	Stifler	['identifies', 'uses', 'goes', 'breaks', 'intervenes', 'talking', 'lying', 'rented']	['have', 'invite', 'intrigued']	['shock', 'brother', 'mom', 'Mom']					
10174	241471	Finch	['follow', 'approaches', 'return', 'claims', 'become', 'drives', 'gets']	['see', 'have']	['spite']					
10175	241471	Nadia	['dropping', 'happy', 'turns', 'encourages', 'depressed', 'traveling', 'disappointed']	['put']	['rejected', 'fling']					
10176	241471	Jim	['takes', 'decides', 'follow', 'calls', 'break', 'ending', 'asks', 'begins', 'chose']	['turn', 'have', 'cover', 'leaving']	['horror', 'walk', 'Dad', 'fling', 'penis']					
10177	241471	Sherman	['loses']	['become', 'encourages']	['geeky']					
10178	241471	Vicky	['wants']	['sees', 'meets', 'friends']						
10179	241471	Kevin	['sees', 'finds', 'realize', 'has', 'turns']	['leaving', 'cover', 'crushed', 'forced', 'invite']						
10180	241471	Jessica	['made']							
10181	241471	Michelle Flaherty	['break', 'put']	['find', 'saddened']						
10182	241471	Heather	['turns']		['lying', 'amusing']					
10183	241471	Jeanine	['name']							
10184	241471	Matt			['brother']					
10185	57585	Strasser	['tipped']	['shoots']	['Major']	Major				
10186	57585	Rick Blaine	['professes', 'forces', 'explains', 'has', 'shoots', 'agrees', 'makes']	['help', 'neutral']	['love', 'arrest', 'Américain']					
10187	57585	Laszlo	['tries', 'leaves', 'shows']	['persuade', 'arrest']	['aware', 'arrest']					
10188	57585	Carl				waiter				
10189	4790321	Yadwiga			['servant']	servant				
10190	4790321	Masha			['survivor']					
10191	4790321	Tamara			['Poland']					
10192	18076569	Simrita Rai	['intern', 'tries', 'bitter', 'convinces', 'successful', 'keep', 'helps']	['given']	['irritation']	student				
10193	18076569	Lucky	['reconcile', 'decides', 'able', 'male', 'facing']	['confess', 'do']	['brother', 'finding', 'end', 'lap', 'forcing']					
10194	18076569	Viraj Shergill	['tries', 'keep', 'lures', 'overhears', 'beginning']	['hurt', 'tells', 'fall', 'do', 'brought', 'go']	['stomach']	stuntman				
10195	18076569	Denise Richards	['upset', 'tells']							
10196	18076569	Kamini	['reconcile', 'jealous']	['lures', 'convinces', 'test']	['ceremony']					
10197	23084130	Ben	['disarms', 'have', 'answers', 'takes', 'throws', 'dishwasher', 'couple', 'leave', 'agree', 'confiscated', 'recovered', 'enjoys', 'hire', 'resume']	['bashed', 'murders', 'bring', 'come', 'go', 'married', 'force', 'hospitalized', 'take']						
10198	23084130	Tammy	['comes', 'asks', 'arrives', 'tries']	['force']	['named']					
10199	23084130	Victor	['tells', 'rings', 'hires', 'follows', 'bashed', 'start', 'lash', 'contemplates', 'blow', 'go', 'shoots', 'reaches', 'fanatic', 'pulls', 'come', 'appears']	['permitted', 'summoned', 'gay', 'hits', 'implicating', 'tells']	['church', 'brother', 'apartment', 'offer', 'dejected']					
10200	23084130	Arthur	['takes', 'waiter', 'decides', 'pursue', 'couple', 'leave', 'agree', 'fires', 'goes', 'resume', 'breaks', 'manages', 'becomes', 'met', 'slips', 'putting', 'tracks', 'grown', 'gets', 'considers']	['shoots', 'murders', 'forces', 'come', 'greeting', 'inform', 'quit', 'stay', 'strip']	['hysterical', 'homosexuality', 'absence', 'lack', 'apartment']	waiter				
10201	23084130	Father Rabin	['used', 'informs']	['implicating']	['priest']	priest				
10202	23084130	Scott	['bashed', 'go']	['tells', 'kill', 'used']	['named']					
10203	23084130	Stan	['cooked', 'start']		['church']					
10204	7005141	Ethel	['does']	['named']						
10205	7005141	Helen	['come']							
10206	7005141	Joe McCall	['starts', 'asks', 'amazed', 'envies', 'returns', 'confesses', 'packs']	['reminds']	['life', 'attentions']					
10207	7005141	Charlie Y. Reader	['blurts', 'tosses', 'meets', 'stop', 'balks', 'professes', 'returns']	['see']	['parade', 'friend', 'advances', 'apartment']					
10208	7005141	Sylvia Crewes	['approaching', 'marrying', 'reminds', 'runs']			musician				
10209	7005141	Julie Gillis	['wedding', 'demands', 'does']		['younger']					
10210	7005141	Jessica	['come']							
10211	4956151	Charlie	['gets']		['attempt']	businessman				
10212	4956151	Miko	['kid']							
10213	29892611	Cesar Cravel	['regrets', 'says', 'tells', 'visits', 'obliges', 'shoots']	['pursue', 'encourages']	['perfumer', 'hearted', 'son']	perfumer				
10214	29892611	Baron Hector Hulot	['walking', 'owes', 'resolves', 'arrive', 'love', 'faint', 'gave', 'treats', 'find']	['leaves', 'repay', 'prompting', 'see', 'speak', 'shoots', 'go']	['immobilised', 'home', 'paralysed', 'husband', 'son', 'unable']	housekeeper				
10215	29892611	Bette Fischer	['looks', 'tells', 'enlists', 'forges', 'mocks', 'follows', 'claims', 'pay', 'leaves', 'encourages', 'confronts', 'tries', 'returns', 'finds', 'implies', 'does', 'present', 'breaks', 'recognizes', 'swears']	['aided', 'stop', 'begs']	['hatred', 'apartment', 'plan', 'unashamed', 'encouragement']	seamstress				
10216	29892611	Wenceslas Steinbach	['spying', 'attracted', 'falls', 'begs', 'starts', 'discovers', 'opens', 'goes', 'walks', 'hope']	['prompting', 'breaks', 'tells', 'leave', 'named', 'has', 'see']	['funeral', 'own', 'fidelity', 'love', 'her', 'betrayal']	artist				
10217	29892611	Wenceslas Steinbach	['spying', 'attracted', 'falls', 'begs', 'starts', 'discovers', 'opens', 'goes', 'walks', 'hope']	['prompting', 'breaks', 'tells', 'leave', 'named', 'has', 'see']	['funeral', 'own', 'fidelity', 'love', 'her', 'betrayal']	Count				
10218	29892611	Jenny Cadine	['reciprocates', 'warns', 'wants', 'arouses', 'give', 'continues', 'told', 'present', 'looks']	['see', 'shoot', 'enlists', 'help', 'pursue', 'confronts']	['affair', 'realisation', 'repeating']					
10219	29892611	Hortense	['arrive', 'faint', 'arrives', 'present', 'shoots', 'goes', 'begs', 'offers', 'tells']	['arrest', 'see', 'tells', 'look', 'claims']	['daughter', 'baby']					
10220	29892611	Victorin		['go', 'encourages']						
10221	29892611	Wencelas			['son']					
10222	29892611	Adeline			['deathbed', 'wealthy', 'her']					
10223	20909648	Rina Marlowe	['died', 'resurfaces']	['become']	['alcoholic']	movie star			car crash	
10224	20909648	Jennie Denton		['mistreats']						
10225	20909648	Jonas Cord		['raised']						
10226	20909648	Monica			['daughter']					
10227	20909648	Winthrop			['named']					
10228	20909648	Mac				lawyer				
10229	19286279	Mohan	['poor', 'goes', 'honest', 'takes', 'dragging', 'find', 'spies', 'enters', 'it', 'reach']	['resembled', 'meets', 'takes']						
10230	19286279	Vani	['shocked', 'she', 'reach', 'agrees', 'falls', 'meets', 'defiant', 'find', 'furious', 'daughter']	['teach', 'meets', 'marrying']	['search', 'father', 'disappearance', 'rich']					
10231	19286279	Thinna	['notice', 'lands', 'takes', 'drags']	['outwit']	['cunning', 'earth']					
10232	19286279	Rajini	['treats']			princess				
10233	19286279	Kannan	['goes', 'get', 'comes', 'marries']	['caught', 'blames', 'arrested']	['daughter', 'wily']					
10234	19286279	Malla	['getting', 'elects', 'dies']	['stay', 'spies']	['corpse', 'alien', 'other']					
10235	19286279	Valli	['bears']	['strangling', 'marries']	['called', 'poor']					
10236	77641	Paula	['takes', 'searching', 'befriended', 'calls', 'remains', 'shared']	['cries']		singer				
10237	77641	Charles Rainier	['love', 'hopes', 'returns', 'wants', 'Liverpool']	['approached', 'called', 'return', 'cause', 'stand']	['siblings', 'picture']					
10238	77641	Kitty	['considering', 'grows', 'realizes', 'becomes']		['stepdaughter', 'old']			Fifteen - year - old		
10239	77641	Smithy	['discovers', 'lived', 'declared', 'goes', 'tries']	['calls']	['her']					
10240	77641	Margaret	['hurries', 'declared', 'makes', 'calls', 'decides', 'hears', 'provided']	['calling', 'take']		hostess				
10241	77641	John Smith	['wanders', 'officer']	['takes']						
10242	29250382	Joan	['betrayed']		['innocent', 'secretary']	secretary				
10243	29250382	Ted O'Hara	['finds', 'go', 'departs', 'learns', 'come', 'explains', 'make', 'returns', 'goes']	['followed', 'track', 'takes']	['American', 'puzzled', 'called']					
10244	29250382	Zelinsky	['mention']		['named']					
10245	29250382	Renée	['followed']	['steal']	['one', 'sultry']					
10246	29250382	Henrik	['returns', 'pick']	['abducted', 'betrayed', 'met']	['briefcase', 'safety']	scientist Professor				
10247	29250382	Weber		['finds']	['name']					
10248	22612034	Kala	['insults', 'separates', 'begins', 'throws', 'blames', 'have']	['search', 'face', 'marries']	['daughter', 'responsible', 'embittered']					
10249	22612034	Raja	['meet', 'makes', 'husband', 'have', 'wants']	['make']	['son']	actor				
10250	22612034	Gauri	['have', 'realizes', 'meet']		['brother', 'marriage', 'search']					
10251	22612034	Shanti	['have', 'end']							
10252	22612034	Ramesh	['have', 'recovers', 'unable', 'marries']	['reach']	['brother', 'state']					
10253	22612034	Daulatram	['walking']		['businessman']	businessman				
10254	22612034	Ratan Malhotra				patriarch				
10255	30033098	Velu	['reaches']							
10256	30033098	Veluthambi	['manages']	['driven', 'convince']						
10257	30033098	Annamalai			['father']					his
10258	30033098	Madhi			['daughter']					
10259	20332030	Sidney Simpson	['go', 'decide']	['try']		director				
10260	20332030	Pamela Drake	['arrives', 'travels', 'gets', 'practicing', 'sings', 'becomes', 'convinces', 'know', 'excited', 'devotes']	['crushed', 'avoid', 'ask', 'put']	['performance', 'daughter']					
10261	20332030	John Arlen	['takes', 'proposes', 'fallen']	['marry', 'asks', 'take']		king				
10262	20332030	Carl Ober	['go']			writer				
10263	20332030	Georgia Drake				coach				
10264	20332030	Georgia Drake				actress				
10265	3997782	Frank Allen	['realizes', 'knows', 'arrives', 'experiences', 'receives', 'sees']	['fill', 'thinking', 'asked']	['baby']					
10266	3997782	Susan	['allows', 'refuses', 'throws']	['leads', 'speak', 'believe']	['wife']					
10267	3997782	Klinefelter			['syndrome']					
10268	34152185	Ingersoll	['suggests', 'gets', 'committed']	['returns']	['suspicion', 'hands']					
